ALL COLLEGE,,,,,,,,,,,
(As on Date:  18-7-2026  3:3:40),,,,,,,,,,,
Aishe Code,Name,State,District,Website,Year Of Establishment,Location,College Type,Manegement,University Aishe Code,University Name,University Type
C-66392,N G M DEGREE MAHAVIDYALAYA BHELAHI EAST CHAMPARAN,Bihar,Purbi Champaran,Ngmdegreecollegebhelahi.org,2020,Rural,Affiliated College,Private Un-Aided,U-0058,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",State Public University
C-268,"N.G.Patel Polytechnic,Isroli 637",Gujarat,Surat,www.ngpatelpoly.ac.in,1997,Rural,Affiliated College,Private Un-Aided,U-0135,"Gujarat Technological University, Ahmedabad",State Public University
C-19322,N.G.S.M. INSTITUTE OF PHARMACEUTICAL SCIENCES,Karnataka,Dakshina Kannada,www.nitte.edu.in/ngsmips,1983,Rural,Constituent / University College,University,U-0239,"NITTE Unversity, Mangalore",Deemed University-Private
C-68755,NHF COLLEGE OF NURSING,Karnataka,Mysuru,nhfcolleges.in,-,Urban,Affiliated College,Private Un-Aided,U-0240,"Rajiv Gandhi University of Health Sciences, Bangalore",State Public University
C-74358,"NHF INSTITUTE OF ALLIED HEALTH SCIENCE, MYSURU",Karnataka,Mysuru,https://www.nhfcolleges.in/,2022,Urban,Affiliated College,Private Un-Aided,U-0240,"Rajiv Gandhi University of Health Sciences, Bangalore",State Public University
C-1178,"NH Patel College of Education, Anand",Gujarat,Anand,www.nhpateledu.org,1971,Urban,Affiliated College,Private Aided (Government Aided),U-0148,"Sardar Patel University, Vallabh Vidyanagar",State Public University
C-65821,NH RABINDRANATH TAGORE INTERNATIONAL INSTITUTE OF CARDIAC SCIENCES,West Bengal,South 24 Parganas,www.narayanahealth.org,2000,Rural,Affiliated College,Private Un-Aided,U-0586,"The West Bengal University of Health Sciences, Kolkata",State Public University
C-850,N.H.RADADIYA ARTS & COMMERCE COLLEGE-JAMKANDORANA,Gujarat,Rajkot,nhradadiyacollege.edu,1998,Rural,Affiliated College,Private Un-Aided,U-0151,"Saurashtra University, Rajkot",State Public University
C-39522,"Niali College,Niali,Cuttack",Odisha,Cuttack,www.nialicollege.ac.in,1977,Rural,Affiliated College,Private Aided (Government Aided),U-0366,"Utkal University, Bhubaneswar",State Public University
C-48712,NIBEDITA TEACHERS TRAINING COLLEGE,West Bengal,Murshidabad,www.nttccollege.com,2012,Rural,Affiliated College,Private Un-Aided,U-0766,Baba Saheb Ambedkar Education University,State Public University
C-62058,Nibha Institute of Pharmaceutical Sciences,Bihar,Nalanda,www.nipsrajgir.com,-,Rural,Affiliated College,Private Un-Aided,U-1321,Bihar University of Health Sciences,State Public University
C-52231,"NICE College of + 3 Commerce, Bolangir",Odisha,Balangir,www.cnccollegebalangir.in,-,Rural,Affiliated College,Private Un-Aided,U-1176,RAJENDRA UNIVERSITY,State Public University
C-32238,Nice Computer Academy,Madhya Pradesh,Ujjain,-,-,Urban,Affiliated College,Private Un-Aided,U-0283,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal",State Public University
C-53677,NICE COMPUTER ACADEMY REWA,Madhya Pradesh,Rewa,www.revatech.cf,2011,Urban,Recognized Center,Private Un-Aided,U-0283,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal",State Public University
C-74079,NICE COMPUTER BALAGHAT,Madhya Pradesh,Balaghat,-,2018,Urban,Recognized Center,Private Un-Aided,U-0283,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal",State Public University
C-74414,NICE COMPUTER EDUCATION,Madhya Pradesh,Harda,https://nicecomputereducationtimarni.com,2018,Rural,Recognized Center,Private Un-Aided,U-0283,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal",State Public University
C-53678,NICE COMPUTER EDUCATION,Madhya Pradesh,Khargone (West Nimar),www.mcu.ac.in,2011,Urban,Recognized Center,Private Un-Aided,U-0283,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal",State Public University
C-31259,"NICE INSTITUTE OF COMPUTER EDUCATION , MANDLA",Madhya Pradesh,Mandla,www.nicecollege.in,1996,Urban,Recognized Center,Private Un-Aided,U-0283,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal",State Public University
C-32517,NICE (National Institute Computer Education),Madhya Pradesh,Jabalpur,-,-,Urban,Recognized Center,Private Un-Aided,U-0283,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal",State Public University
C-62277,N I  COLLEGE. CHHINDWARA,Madhya Pradesh,Chhindwara,WWW.ORIENTALNI.COM,-,Urban,Affiliated College,Private Aided (Government Aided),U-0996,"MADHYA PRADESH AYURVIGYAN VISHWAVIDHLAYA, JABALPUR",State Public University
C-31497,NICT COMPUTER ACADEMY SINGRAULI,Madhya Pradesh,Sidhi,www.nictwaidhan.com,2005,Urban,Recognized Center,Private Un-Aided,U-0283,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal",State Public University
C-54168,NICTEC INSTITUTE OF COMPUTER AND EXCELLENCE,Madhya Pradesh,Umaria,www.nictec.org,2011,Urban,Recognized Center,Private Un-Aided,U-0283,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal",State Public University
C-54148,NICTEC INSTITUTE OF COMPUTER AND EXCELLENCE,Madhya Pradesh,Shahdol,NICTEC.ORG,2011,Urban,Recognized Center,Private Un-Aided,U-0283,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal",State Public University
C-50401,"N.I.C.T. KANYA COLLEGE, VAIDHAN",Madhya Pradesh,Singrauli,www.nictwaidhan.com,2013,Urban,Affiliated College,Private Aided (Government Aided),U-0268,"Awadesh Pratap Singh University, Rewa",State Public University
C-63081,NIDA COLLEGE OF NURSING,Karnataka,Bidar,www.nidacollegeofnursing.com,2010,Urban,Affiliated College,Private Un-Aided,U-0240,"Rajiv Gandhi University of Health Sciences, Bangalore",State Public University
C-76580,NIDA COLLEGE OF PHYSIOTHERAPY BIDAR,Karnataka,Bidar,-,2025,Rural,Affiliated College,Private Un-Aided,U-0240,"Rajiv Gandhi University of Health Sciences, Bangalore",State Public University
C-40196,Nidhi College of Nursing,Karnataka,Chikkamagaluru,www.sriramakrishnainstitutions.com,2005,Urban,Affiliated College,Private Un-Aided,U-0240,"Rajiv Gandhi University of Health Sciences, Bangalore",State Public University
C-17501,NIE First Grade College VIshweshwaranagar Mysuru,Karnataka,Mysuru,www.niefgc.ac.in,1994,Urban,Affiliated College,Private Un-Aided,U-0235,"University of Mysore, Mysore",State Public University
C-1426,"NIE Institute of Technology, MYSORE",Karnataka,Mysuru,www.nieit.ac.in,2008,Urban,Affiliated College,Private Un-Aided,U-0249,"Visvesvaraya Technological University, Belagavi",State Public University
C-34391,NIELIT Aurangabad,Maharashtra,Chhatrapati Sambhajinagar,www.nielit.gov.in/aurangabad,1986,Urban,Affiliated College,Central Government,U-0298,"Dr. Babasaheb Ambedkar Marathwada University, Chhatrapati Sambhajinagar",State Public University
C-46254,"NIET BUSINESS SCHOOL, GREATER NOIDA",Uttar Pradesh,Gautam Buddha Nagar,www.niet.co.in,2001,Urban,Affiliated College,Private Un-Aided,U-0549,"Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW",State Public University
C-41137,NIFT-TEA College of Knitwear Fashion,Tamil Nadu,Tiruppur,www.nifttea.ac.in,2008,Rural,Affiliated College,Private Un-Aided,U-0447,"Bharathiar University, Coimbatore",State Public University
C-54790,Nigama College of Physical Education,Telangana,Karimnagar,www.nigamabpedcollege.com,2015,Rural,Affiliated College,Private Un-Aided,U-0032,"Satavahana University, Karimnagar",State Public University
C-19835,Nigama Engineering College,Telangana,Karimnagar,www.nigama.org,2008,Rural,Affiliated College,Private Un-Aided,U-0017,"Jawaharlal Nehru Technological University, Hyderabad",State Public University
C-70192,NIGAMANANDA INSTITUTE OF MANAGEMENT STUDIES,Odisha,Khordha,-,-,Urban,Affiliated College,Private Un-Aided,U-0366,"Utkal University, Bhubaneswar",State Public University
C-56870,Nigamananda Mahila Degree Mahavidyalaya,Odisha,Puri,nnmmahavidyalaya.in,-,Rural,Affiliated College,Private Aided (Government Aided),U-0838,"RAMA DEVI WOMEN'S UNIVERSITY, BHUBANESWAR",State Public University
C-30167,"Nigam Institute of Engineering and Technology (NIET), Bhubaneswar",Odisha,Khordha,www.nietodisha.com,2009,Urban,Affiliated College,Private Un-Aided,U-0351,"Biju Patnaik University of Technology, Rourkela",State Public University
C-46056,NIGC INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Uttar Pradesh,Bijnor,www.niitnajibabad.com,2009,Rural,Affiliated College,Private Un-Aided,U-0549,"Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW",State Public University
C-11243,"Night College of Arts & Commerce,Azad Chowk,",Maharashtra,Kolhapur,http://nightcollegekolhapur.in,1971,Urban,Affiliated College,Private Aided (Government Aided),U-0325,"Shivaji University, Kolhapur",State Public University
C-11228,"Night College of Arts & Commerce,  Industrial Estate, ICHALKARANJI-416115      Tal-Hatkanangale,Dist-Kolhapur",Maharashtra,Kolhapur,www.nightich.com,1983,Urban,Affiliated College,Private Aided (Government Aided),U-0325,"Shivaji University, Kolhapur",State Public University
C-39213,"Nightingale College for Girls, Alwar",Rajasthan,Alwar,www.ncgalwar.org,2003,Urban,Affiliated College,Private Un-Aided,U-0814,RAJ RISHI BHARTRIHARI MATSYA UNIVERSITY,State Public University
C-55482,Nightingale College of Education,Punjab,Ludhiana,www.nightingalecollegeofeducation.com,2015,Rural,Affiliated College,Private Un-Aided,U-0078,"Panjab University,Chandigarh",State Public University
C-63613,Nightingale College Of Nursing,Telangana,Nalgonda,www.nightingalenursing.com,2017,Rural,Affiliated College,University,U-0867,KALOJI NARAYANA RAO UNIVERSITY OF HEALTH SCIENCES,State Public University
C-40455,Nightingale College Of Nursing,Karnataka,Bengaluru Urban,www.nightingale.org.in,2003,Urban,Affiliated College,Private Un-Aided,U-0240,"Rajiv Gandhi University of Health Sciences, Bangalore",State Public University
C-48127,NIGHTINGALE COLLEGE OF NURSING,Kerala,Thiruvananthapuram,nightingalecollegeofnursing.com,2006,Rural,Affiliated College,Private Un-Aided,U-0630,KERALA UNIVERSITY OF HEALTH SCIENCES,State Public University
C-65795,NIGHTINGALE COLLEGE OF NURSING SABBAVARAM,Andhra Pradesh,Visakhapatnam,www.mutyalanaidu999@gmail.com,2020,Rural,Affiliated College,Private Un-Aided,U-0008,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-29136,"Nightingale College of  Nursing, VPO Narangwal  Kalan, Distt. Ludhiana",Punjab,Ludhiana,www.nightinalenursinginstitute.com,2006,Rural,Affiliated College,Private Un-Aided,U-0371,"Baba Farid University of Health Sciences, Faridkot",State Public University
C-45550,"NIGHTINGALE INSTITUTE OF NURSING EDUCATION (Inst. Code - 302), COIMBATORE",Tamil Nadu,Coimbatore,www.ninedu.com,2008,Urban,Affiliated College,Private Un-Aided,U-0481,"Tamil Nadu Dr. M.G.R. Medical University , Chennai",State Public University
C-69032,NIGHTINGALE INSTITUTE OF PHYSIOTHERAPY,Tamil Nadu,Coimbatore,www.ninedu.com,2021,Rural,Affiliated College,Private Un-Aided,U-0481,"Tamil Nadu Dr. M.G.R. Medical University , Chennai",State Public University
C-76661,NIGHTINGALE SCHOOL AND COLLEGE OF NURSING,Odisha,Cuttack,-,2025,Urban,Affiliated College,Private Un-Aided,U-1299,ODISHA UNIVERSITY OF HEALTH SCIENCES,State Public University
C-28798,"NIGHTINGAL INSTITUTE OF NURSING, NOIDA",Uttar Pradesh,Gautam Buddha Nagar,www.nightingaleinstitute.co.in,2003,Urban,Affiliated College,Private Un-Aided,U-1205,ATAL BIHARI VAJPAYEE MEDICAL UNIVERSITY,State Public University
C-47074,"NIGHTINGLE COLLEGE OF NURSING, BUNDI",Rajasthan,Bundi,-,2010,Urban,Affiliated College,Private Un-Aided,U-0420,"Rajasthan University of Health Sciences, Jaipur",State Public University
C-56262,NIHAL SHYAM COLLEGE OF MANAGEMENT SCIENCE AND TECHNOLOGY ,Uttar Pradesh,Bareilly,www.nihalshyamcollege.co.in,2014,Rural,Affiliated College,Private Un-Aided,U-0525,"Mahatama Jyotiba Phule Rohilkhand University, Bareilly",State Public University
C-30096,"NIIS Institute of Business Administration (IBA), Bhubaneswar",Odisha,Khordha,www.niisinstitute.edu.in,2008,Urban,Affiliated College,Private Un-Aided,U-0351,"Biju Patnaik University of Technology, Rourkela",State Public University
C-30136,NIIS Institute of Engineering & Technology (NIET),Odisha,Khordha,www.nietbbsr.edu.in,2009,Rural,Affiliated College,Private Un-Aided,U-0351,"Biju Patnaik University of Technology, Rourkela",State Public University
C-39709,"NIIS Institute of Inf. Sc. & Management, Sarada Vihar, Madanpur, Bhubaneswar",Odisha,Khordha,www.niisgroup.org,2000,Urban,Affiliated College,Private Un-Aided,U-0366,"Utkal University, Bhubaneswar",State Public University
C-18389,"Nikalas Mahila Mahavidyalaya, Khamla",Maharashtra,Nagpur,www.nikalasmm.in,1997,Urban,Affiliated College,Private Un-Aided,U-0332,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",State Public University
C-76546,NIKAM INSTITUTE OF TECHNOLOGY (POLYTECHNIC) DHULE,Maharashtra,Dhule,-,-,Rural,Affiliated College,Private Un-Aided,U-0299,"Dr. Babasaheb Ambedkar Technological University, Lonere",State Public University
C-44672,Nikhil Banga Sikshan Mahavidyalaya,West Bengal,Bankura,www.nbsmahavidyalaya.ac.in,1969,Urban,Affiliated College,University,U-0766,Baba Saheb Ambedkar Education University,State Public University
C-76847,"NIKHIL COLLGE OF NURSING, INJAPUR VILLAGE, RANGA REDDY DISTRICT",Telangana,Ranga Reddy,-,2025,Urban,Affiliated College,Private Un-Aided,U-0867,KALOJI NARAYANA RAO UNIVERSITY OF HEALTH SCIENCES,State Public University
C-63915,NILABEN MSW COLLEGE LIMADIYA,Gujarat,Mahisagar,-,2020,Rural,Affiliated College,Private Un-Aided,U-0782,SHRI GOVIND GURU UNIVERSITY,State Public University
C-72335,NILACHAL COLLEGE OF ALLIED HEALTH SCIENCES,Assam,Kamrup Metro,www.nilachalcollegeoahs.in,2023,Urban,Affiliated College,Private Un-Aided,U-0669,"SRIMANTA SANKARADEVA UNIVERSITY OF HEALTH SCIENCES, GUWAHATI",State Public University
C-69211,NILACHAL INSTITUTE OF NURSING AND HEALTH SCIENCES,West Bengal,Nadia,www.nilachalinhs.co.in,-,Rural,Affiliated College,Private Un-Aided,U-0586,"The West Bengal University of Health Sciences, Kolkata",State Public University
C-44073,Nilachhal Narayan Ayurveda Chatuspathy,Odisha,Puri,WWW.DHE.IN,1923,Urban,Affiliated College,State Government,U-0364,"Shri Jagannath Sanskrit Vishwavidyalaya, Puri",State Public University
C-50718,NILAGIRI SANSKRIT COLLEGE,Odisha,Balasore,www.sjsv.nic.in,1995,Urban,Affiliated College,Private Aided (Government Aided),U-0364,"Shri Jagannath Sanskrit Vishwavidyalaya, Puri",State Public University
C-47742,NILAI EDUCATIONAL TRUST'S GROUP OF INSTITUATION,Jharkhand,Ranchi,www.nilai.in,2010,Rural,Affiliated College,Private Un-Aided,U-1069,"Jharkhand University of Technology, Ranchi",State Public University
C-50746,NILAKANTHESWAR COLLEGE,Odisha,Balasore,www.nilakantheswardegreecollege.in,2013,Rural,Affiliated College,Private Un-Aided,U-0354,"Fakir Mohan University, Balasore",State Public University
C-39722,"Nilakantheswar Mahavidyalaya,South Balanda, Angul",Odisha,Angul,www.nkdegreemahavidyalaya.org,1992,Rural,Affiliated College,Private Aided (Government Aided),U-0366,"Utkal University, Bhubaneswar",State Public University
C-39519,"Nilamadhaba Mahavidyalaya, Kantilo, Nayagarh",Odisha,Nayagarh,www.neelamadhabmahavidyalaya.com,1977,Rural,Affiliated College,Private Aided (Government Aided),U-0366,"Utkal University, Bhubaneswar",State Public University
C-21356,Nilamani Mahavidyalaya,Odisha,Balasore,www.nmvrupsa.org,1976,Rural,Affiliated College,Private Aided (Government Aided),U-0354,"Fakir Mohan University, Balasore",State Public University
C-26435,Nilambazar College,Assam,Sribhumi,www.nilambazarcollege.ac.in,1994,Rural,Affiliated College,State Government,U-0050,"Assam University, Silchar",Central University
C-21380,Nilgiri College,Odisha,Balasore,www.nilgiricollege.org.in,1979,Urban,Affiliated College,Private Aided (Government Aided),U-0354,"Fakir Mohan University, Balasore",State Public University
C-46609,"NILGIRI COLLEGE OF ARTS AND SCIENCE, THE NILGIRIS",Tamil Nadu,The Nilgiris,www.nilgiricollege.ac.in,2012,Rural,Affiliated College,Private Un-Aided,U-0447,"Bharathiar University, Coimbatore",State Public University
C-21345,Nilgiri Women College,Odisha,Balasore,www.nilgiriwomensdegreecollege.nic.in,2000,Urban,Affiliated College,State Government,U-0354,"Fakir Mohan University, Balasore",State Public University
C-6790,NILKANTH COLLEGE OF EDUCATION,Gujarat,Mahesana,www.nilkanthcollege.org.in,2007,Urban,Affiliated College,Private Un-Aided,U-0138,"Hemchandracharya North Gujart University, Patan",State Public University
C-6866,NILKANTH MED COLLEGE VISNAGAR,Gujarat,Mahesana,www.nilkantcollege.org,2008,Urban,Affiliated College,Private Un-Aided,U-0138,"Hemchandracharya North Gujart University, Patan",State Public University
C-74581,NILKANTH M SC CA AND IT COLLEGE VISNAGAR,Gujarat,Mahesana,nilkanthcollege.org.in,2024,Urban,Affiliated College,Private Un-Aided,U-0138,"Hemchandracharya North Gujart University, Patan",State Public University
C-18227,"Nilkanthrao Shinde Science and Arts College, Bhadrawati",Maharashtra,Chandrapur,http://www.nscollege.ac.in,1993,Urban,Affiliated College,Private Aided (Government Aided),U-0658,"GONDWANA UNIVERSITY, GADCHIROLI",State Public University
C-6804,NIMA GIRLS ARTS COLLEGE GOZARIYA,Gujarat,Mahesana,www.gozariakelavanimandal.org,1997,Rural,Affiliated College,Private Aided (Government Aided),U-0138,"Hemchandracharya North Gujart University, Patan",State Public University
C-39838,"Nimapara Autonomous College, Nimapara",Odisha,Puri,nimaparacollege.ac.in,1963,Rural,Affiliated College,Private Aided (Government Aided),U-0366,"Utkal University, Bhubaneswar",State Public University
C-31100,"NIMAR INSTITUTE OF INFORMATION TECHNOLOGY & SCIENCE , KHARGONE",Madhya Pradesh,Khargone (West Nimar),www.niitskhargone.com,2000,Urban,Recognized Center,Private Un-Aided,U-0283,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal",State Public University
C-35980,"""Nimar Institute of Pharmacy, Maheshwar Road, Opp. ITI Dhamnod, Distt. Dhar - 454552""",Madhya Pradesh,Dhar,www.nippharmaedu.com,2007,Rural,Affiliated College,Private Un-Aided,U-0287,"Rajiv Gandhi Prodoyogiki Vishwavidyalaya, Bhopal",State Public University
C-6264,NIMAS 215,West Bengal,North 24 Parganas,www.nimas.in,1999,Urban,Affiliated College,Private Un-Aided,U-0592,"Maulana Abul Kalam Azad University of Technology, West Bengal",State Public University
C-9627,"Nimbark Krishna Madhawanand Skt. College, Dhanamath, Patna",Bihar,Patna,http://nkmscollege.com,1901,Rural,Constituent / University College,University,U-0067,"Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga",State Public University
C-39888,NIMBARK TEACHERS TRAINING  COLLEGE,Rajasthan,Udaipur,www.nimbarksansthan.org,1978,Urban,Affiliated College,Private Un-Aided,U-0413,"Mohan Lal Sukhadia University, Uaipur",State Public University
C-21263,Nimbus Academy of Management,Uttarakhand,Dehradun,www.namdehradun.com,1998,Urban,Affiliated College,Private Un-Aided,U-0566,"Uttrakhand Technical University, Dehradun",State Public University
C-24612,"Nimbus Academy of Management, Jhajhara, Dehradun",Uttarakhand,Dehradun,-,-,-,Affiliated College,-,U-0557,"Hemwati Nandan Bahuguna Garhwal Univeristy, Srinagar, Garhwal",Central University
C-55519,NIMBUS SCHOOL OF EDUCATION,Uttarakhand,Dehradun,www.namdehradun.com,2012,Urban,Affiliated College,Private Un-Aided,U-0717,"SRI DEV SUMAN UTTARAKHAND UNIVERSITY, BADSHAHITHOL, TEHRI",State Public University
C-75321,NIMGAON GRAMIN SHIKSHAN PRASARAK MANDALS INSTITUTE OF PHARMACY D PHARMACY,Maharashtra,Nashik,www.ngspm.in,-,Urban,Affiliated College,Private Un-Aided,U-0299,"Dr. Babasaheb Ambedkar Technological University, Lonere",State Public University
C-17933,"Nimra College of Engineering & Technology, Nimra nagar,(V), Ibrahimpatnam,  PIN-521456,(CC-23)",Andhra Pradesh,Krishna,www.nimra.in,1997,Rural,Affiliated College,Private Un-Aided,U-0015,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-67602,NIMRA COLLEGE OF NURSING,Andhra Pradesh,Krishna,www.nimra.in,2021,Rural,Affiliated College,Private Un-Aided,U-0008,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-65536,NIMRA COLLEGE OF NURSING ,Karnataka,Bidar,-,2019,Urban,Affiliated College,Private Un-Aided,U-0240,"Rajiv Gandhi University of Health Sciences, Bangalore",State Public University
C-17927,"Nimra College of Pharmacy, Ibrahimpatnam, Vijayawada, PIN-521456(CC-9A)",Andhra Pradesh,Krishna,www.nimracp.in,2006,Rural,Affiliated College,Private Un-Aided,U-0015,"Jawaharlal Nehru Technological University, Kakinada",State Public University
C-71809,NIMRA INSTITUTE OF DENTAL SCIENCES,Andhra Pradesh,NTR,nimraedu.in,-,Rural,Affiliated College,Private Un-Aided,U-0008,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-75282,NIMRA INSTITUTE OF MEDICAL LAB TECHNOLOGY,Andhra Pradesh,NTR,https://nimra.in/,2024,Rural,Affiliated College,Private Un-Aided,U-0008,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-57010,NIMRA INSTITUTE OF MEDICAL SCIENCES (NIMS),Andhra Pradesh,Krishna,www.nims.in,2010,Rural,Affiliated College,Private Un-Aided,U-0008,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-75284,NIMRA INSTITUTE OF PARAMEDICAL SCIENCES,Andhra Pradesh,NTR,https://nimra.in/,2024,Rural,Affiliated College,Private Un-Aided,U-0008,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-75283,NIMRA INSTITUTE OF PHYSIOTHERAPY,Andhra Pradesh,NTR,nimra.in,2024,Rural,Affiliated College,Private Un-Aided,U-0008,"Dr. N.T.R. University of Health Sciences, Vijaywada",State Public University
C-48128,NIMS COLLEGE OF NURSING,Kerala,Thiruvananthapuram,www.nimscollegeofnursing.com,2009,Rural,Affiliated College,Private Aided (Government Aided),U-0630,KERALA UNIVERSITY OF HEALTH SCIENCES,State Public University
C-51644,NIMS Management Institutions Pvt Ltd,Karnataka,Bengaluru Urban,-,2010,Urban,Recognized Center,Private Un-Aided,U-0235,"University of Mysore, Mysore",State Public University
C-67826,NIMT COLLEGE OF AYUSH NURSING AND PHARMACY,Rajasthan,Jaipur,-,-,Rural,PG Center / Off-Campus Center,Private Un-Aided,U-1190,RAJASTHAN AYURVEDIC NURSING COUNCIL,Institute under State Legislature Act
C-47112,"NIMT COLLEGE OF NURSING, JAIPUR",Rajasthan,Jaipur,nimtconpms.com,2007,Rural,Affiliated College,Private Aided (Government Aided),U-0420,"Rajasthan University of Health Sciences, Jaipur",State Public University
C-56549,NIMT INSTITUTE OF EDUCATION,Uttar Pradesh,Gautam Buddha Nagar,www.nimt.ac.in,2014,Urban,Affiliated College,Private Aided (Government Aided),U-0506,"Chaudhary Charan Singh University, Meerut",State Public University
C-46251,"NIMT INSTITUTE OF HOSPITAL AND PHARMA MANAGEMENT, GREATER NOIDA",Uttar Pradesh,Gautam Buddha Nagar,https://www.nimt.ac.in,2006,Urban,Affiliated College,Private Un-Aided,U-0549,"Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW",State Public University
C-55617,NIMT INSTITUTE OF MEDICAL & PARAMEDICAL SCIENCES,Uttar Pradesh,Gautam Buddha Nagar,https://nimt.ac.in,-,Urban,Affiliated College,Private Un-Aided,U-1205,ATAL BIHARI VAJPAYEE MEDICAL UNIVERSITY,State Public University
C-57283,NIMT MAHILA B.ED COLLEGE,Rajasthan,Jaipur,www.nimt.ac.in,2015,Rural,Affiliated College,Private Un-Aided,U-0422,University of Rajasthan,State Public University
C-60882,NIMT TECHNICAL AND PROFESSIONAL COLLEGE,Rajasthan,Jaipur,www.nimt.ac.in,2003,Rural,Affiliated College,Private Un-Aided,U-0422,University of Rajasthan,State Public University
C-54232,NIMT VIDHI EVAM KANOON SANSTHAN,Uttar Pradesh,Gautam Buddha Nagar,www.nimt.ac.in,2012,Urban,Affiliated College,Private Un-Aided,U-0506,"Chaudhary Charan Singh University, Meerut",State Public University
C-13858,"Ninaidevi Shikshan Prasarak Mandals Matoshree Hirai Deshmukh Nursing Institute (B.Sc.), A-p Shirala, Tal. Shirala, Dist. Sangli",Maharashtra,Sangli,www.mhdni.ninaidevishikshan.com,2011,Rural,Affiliated College,Private Un-Aided,U-0313,"Maharashtra University of Health Sciences, Nashik",State Public University
C-66063,NINGAMMA HUNACHAPPA MADARI ARTS AND COMMERCE DEGREE COLLEGE TALIKOTI ,Karnataka,Vijayapura,www.nhmadari.co.in,2021,Urban,Affiliated College,Private Un-Aided,U-0602,"Rani Channamma University, Belagavi",State Public University
C-11247,"Niora Arts, Commerce Mahila Mahavidyalaya, Gadhinglaj,",Maharashtra,Kolhapur,https://nioramahilamahavidyalay.weebly.com/,2009,Rural,Affiliated College,Private Un-Aided,U-0325,"Shivaji University, Kolhapur",State Public University
C-64119,NIPS HOTEL MANAGEMENT,Odisha,Khordha,www.nipsgroup.in,2019,Urban,Affiliated College,Private Un-Aided,U-0365,"Utkal University of Culture, Bhubaneswar",State Public University
C-6182,NIPS School of Hotel Management 180,West Bengal,North 24 Parganas,www.nipsgroup.in,1993,Urban,Affiliated College,Private Un-Aided,U-0592,"Maulana Abul Kalam Azad University of Technology, West Bengal",State Public University
C-70612,NIRAMAYA COLLEGE OF ALLIED HEALTH SCIENCES,Karnataka,Udupi,https://niramayacollege.com,-,Rural,Affiliated College,Private Un-Aided,U-0240,"Rajiv Gandhi University of Health Sciences, Bangalore",State Public University
C-70631,NIRAMAYA COLLEGE OF NURSING,Karnataka,Udupi,https://www.niramayacollege.com,-,Urban,Affiliated College,Private Un-Aided,U-0240,"Rajiv Gandhi University of Health Sciences, Bangalore",State Public University
C-39334,"Niranjan Government Women's College, Aska",Odisha,Ganjam,www.ngwcollege.in,1980,Urban,Affiliated College,State Government,U-0350,"Berhampur University, Berhampur",State Public University
C-29040,"NIRANJAN INST. OF EDUCATION TECHNOLOGY BAHADURPUR, SARADHANA ROAD, MEERUT    Ph. 0121-2630138, 9358434771",Uttar Pradesh,Meerut,www.niranjaninstitute.com,2005,Rural,Affiliated College,Private Un-Aided,U-0506,"Chaudhary Charan Singh University, Meerut",State Public University
C-33739,Niranjanlal Dalmia Institute of   Management Studies and Research Shristi Sector-1 Mira Road (E) Dist Thane  401 104,Maharashtra,Thane,www.nldalmia.in,2005,Urban,Affiliated College,Private Un-Aided,U-0318,University of Mumbai,State Public University
C-51225,"Niranjan Mahavidyalaya Mustafabad Bijaura, Ghazipur",Uttar Pradesh,Ghazipur,www.niranjanm.org.in,2012,Rural,Affiliated College,Private Un-Aided,U-0550,"Veer Bahadur Singh Purvanchal University, Jaunpur",State Public University
C-51880,"NIRANJAN SINGH MAHAVIDYALAYA, UGU, SAFIPUR",Uttar Pradesh,Unnao,www.nsmv.org,2015,Urban,Affiliated College,Private Un-Aided,U-0505,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur",State Public University
